Chart,Alert_ID,Tool,Resource,Query,Original_YAML
flagsmith,CKV_K8S_30,checkov,"['Pod/default/flagsmith-init', 'spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because apply security context to your containers. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'init', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-c', '# Wait for API to be up\ntimeout -t 300 sh -c ""until http --ignore-stdin --check-status ""$API_HOME""; do echo Retrying; sleep 2; done; echo API up""\necho Init users...\nhttp --ignore-stdin --check-status ""$API_HOME/users/init/""\n'], 'env': [{'name': 'API_HOME', 'value': 'http://flagsmith-api.default.svc:8000/api/v1'}, {'name': 'ADMIN_EMAIL', 'value': 'admin@example.com'}], 'envFrom': [{'secretRef': {'name': 'flagsmith-flagsmith'}}]}"
flagsmith,CKV_K8S_9,checkov,"['Pod/default/flagsmith-init', 'spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because readiness probe should be configured. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'init', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-c', '# Wait for API to be up\ntimeout -t 300 sh -c ""until http --ignore-stdin --check-status ""$API_HOME""; do echo Retrying; sleep 2; done; echo API up""\necho Init users...\nhttp --ignore-stdin --check-status ""$API_HOME/users/init/""\n'], 'env': [{'name': 'API_HOME', 'value': 'http://flagsmith-api.default.svc:8000/api/v1'}, {'name': 'ADMIN_EMAIL', 'value': 'admin@example.com'}], 'envFrom': [{'secretRef': {'name': 'flagsmith-flagsmith'}}]}"
flagsmith,CKV_K8S_31,checkov,"['Pod/default/flagsmith-init', '']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because ensure that the seccomp profile is set to docker/default or runtime/default. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'v1', 'kind': 'Pod', 'metadata': {'name': 'flagsmith-init', 'namespace': 'default', 'annotations': {'helm.sh/hook': 'post-install,post-upgrade'}}, 'spec': {'restartPolicy': 'Never', 'containers': [{'name': 'init', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-c', '# Wait for API to be up\ntimeout -t 300 sh -c ""until http --ignore-stdin --check-status ""$API_HOME""; do echo Retrying; sleep 2; done; echo API up""\necho Init users...\nhttp --ignore-stdin --check-status ""$API_HOME/users/init/""\n'], 'env': [{'name': 'API_HOME', 'value': 'http://flagsmith-api.default.svc:8000/api/v1'}, {'name': 'ADMIN_EMAIL', 'value': 'admin@example.com'}], 'envFrom': [{'secretRef': {'name': 'flagsmith-flagsmith'}}]}]}}"
flagsmith,CKV_K8S_29,checkov,"['Pod/default/flagsmith-init', '']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because apply security context to your pods and containers. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'v1', 'kind': 'Pod', 'metadata': {'name': 'flagsmith-init', 'namespace': 'default', 'annotations': {'helm.sh/hook': 'post-install,post-upgrade'}}, 'spec': {'restartPolicy': 'Never', 'containers': [{'name': 'init', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-c', '# Wait for API to be up\ntimeout -t 300 sh -c ""until http --ignore-stdin --check-status ""$API_HOME""; do echo Retrying; sleep 2; done; echo API up""\necho Init users...\nhttp --ignore-stdin --check-status ""$API_HOME/users/init/""\n'], 'env': [{'name': 'API_HOME', 'value': 'http://flagsmith-api.default.svc:8000/api/v1'}, {'name': 'ADMIN_EMAIL', 'value': 'admin@example.com'}], 'envFrom': [{'secretRef': {'name': 'flagsmith-flagsmith'}}]}]}}"
flagsmith,CKV_K8S_28,checkov,"['Pod/default/flagsmith-init', 'spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because minimize the admission of containers with the net_raw capability. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'init', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-c', '# Wait for API to be up\ntimeout -t 300 sh -c ""until http --ignore-stdin --check-status ""$API_HOME""; do echo Retrying; sleep 2; done; echo API up""\necho Init users...\nhttp --ignore-stdin --check-status ""$API_HOME/users/init/""\n'], 'env': [{'name': 'API_HOME', 'value': 'http://flagsmith-api.default.svc:8000/api/v1'}, {'name': 'ADMIN_EMAIL', 'value': 'admin@example.com'}], 'envFrom': [{'secretRef': {'name': 'flagsmith-flagsmith'}}]}"
flagsmith,CKV_K8S_23,checkov,"['Pod/default/flagsmith-init', '']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because minimize the admission of root containers. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'v1', 'kind': 'Pod', 'metadata': {'name': 'flagsmith-init', 'namespace': 'default', 'annotations': {'helm.sh/hook': 'post-install,post-upgrade'}}, 'spec': {'restartPolicy': 'Never', 'containers': [{'name': 'init', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-c', '# Wait for API to be up\ntimeout -t 300 sh -c ""until http --ignore-stdin --check-status ""$API_HOME""; do echo Retrying; sleep 2; done; echo API up""\necho Init users...\nhttp --ignore-stdin --check-status ""$API_HOME/users/init/""\n'], 'env': [{'name': 'API_HOME', 'value': 'http://flagsmith-api.default.svc:8000/api/v1'}, {'name': 'ADMIN_EMAIL', 'value': 'admin@example.com'}], 'envFrom': [{'secretRef': {'name': 'flagsmith-flagsmith'}}]}]}}"
flagsmith,CKV_K8S_20,checkov,"['Pod/default/flagsmith-init', 'spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because containers should not run with allowprivilegeescalation. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'init', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-c', '# Wait for API to be up\ntimeout -t 300 sh -c ""until http --ignore-stdin --check-status ""$API_HOME""; do echo Retrying; sleep 2; done; echo API up""\necho Init users...\nhttp --ignore-stdin --check-status ""$API_HOME/users/init/""\n'], 'env': [{'name': 'API_HOME', 'value': 'http://flagsmith-api.default.svc:8000/api/v1'}, {'name': 'ADMIN_EMAIL', 'value': 'admin@example.com'}], 'envFrom': [{'secretRef': {'name': 'flagsmith-flagsmith'}}]}"
flagsmith,CKV_K8S_11,checkov,"['Pod/default/flagsmith-init', 'spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because cpu limits should be set. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'init', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-c', '# Wait for API to be up\ntimeout -t 300 sh -c ""until http --ignore-stdin --check-status ""$API_HOME""; do echo Retrying; sleep 2; done; echo API up""\necho Init users...\nhttp --ignore-stdin --check-status ""$API_HOME/users/init/""\n'], 'env': [{'name': 'API_HOME', 'value': 'http://flagsmith-api.default.svc:8000/api/v1'}, {'name': 'ADMIN_EMAIL', 'value': 'admin@example.com'}], 'envFrom': [{'secretRef': {'name': 'flagsmith-flagsmith'}}]}"
flagsmith,CKV_K8S_38,checkov,"['Pod/default/flagsmith-init', '']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because ensure that service account tokens are only mounted where necessary. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'v1', 'kind': 'Pod', 'metadata': {'name': 'flagsmith-init', 'namespace': 'default', 'annotations': {'helm.sh/hook': 'post-install,post-upgrade'}}, 'spec': {'restartPolicy': 'Never', 'containers': [{'name': 'init', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-c', '# Wait for API to be up\ntimeout -t 300 sh -c ""until http --ignore-stdin --check-status ""$API_HOME""; do echo Retrying; sleep 2; done; echo API up""\necho Init users...\nhttp --ignore-stdin --check-status ""$API_HOME/users/init/""\n'], 'env': [{'name': 'API_HOME', 'value': 'http://flagsmith-api.default.svc:8000/api/v1'}, {'name': 'ADMIN_EMAIL', 'value': 'admin@example.com'}], 'envFrom': [{'secretRef': {'name': 'flagsmith-flagsmith'}}]}]}}"
flagsmith,CKV_K8S_22,checkov,"['Pod/default/flagsmith-init', 'spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because use read-only filesystem for containers where possible. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'init', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-c', '# Wait for API to be up\ntimeout -t 300 sh -c ""until http --ignore-stdin --check-status ""$API_HOME""; do echo Retrying; sleep 2; done; echo API up""\necho Init users...\nhttp --ignore-stdin --check-status ""$API_HOME/users/init/""\n'], 'env': [{'name': 'API_HOME', 'value': 'http://flagsmith-api.default.svc:8000/api/v1'}, {'name': 'ADMIN_EMAIL', 'value': 'admin@example.com'}], 'envFrom': [{'secretRef': {'name': 'flagsmith-flagsmith'}}]}"
flagsmith,CKV_K8S_8,checkov,"['Pod/default/flagsmith-init', 'spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because liveness probe should be configured. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'init', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-c', '# Wait for API to be up\ntimeout -t 300 sh -c ""until http --ignore-stdin --check-status ""$API_HOME""; do echo Retrying; sleep 2; done; echo API up""\necho Init users...\nhttp --ignore-stdin --check-status ""$API_HOME/users/init/""\n'], 'env': [{'name': 'API_HOME', 'value': 'http://flagsmith-api.default.svc:8000/api/v1'}, {'name': 'ADMIN_EMAIL', 'value': 'admin@example.com'}], 'envFrom': [{'secretRef': {'name': 'flagsmith-flagsmith'}}]}"
flagsmith,CKV_K8S_21,checkov,"['Pod/default/flagsmith-init', '']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because the default namespace should not be used. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'v1', 'kind': 'Pod', 'metadata': {'name': 'flagsmith-init', 'namespace': 'default', 'annotations': {'helm.sh/hook': 'post-install,post-upgrade'}}, 'spec': {'restartPolicy': 'Never', 'containers': [{'name': 'init', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-c', '# Wait for API to be up\ntimeout -t 300 sh -c ""until http --ignore-stdin --check-status ""$API_HOME""; do echo Retrying; sleep 2; done; echo API up""\necho Init users...\nhttp --ignore-stdin --check-status ""$API_HOME/users/init/""\n'], 'env': [{'name': 'API_HOME', 'value': 'http://flagsmith-api.default.svc:8000/api/v1'}, {'name': 'ADMIN_EMAIL', 'value': 'admin@example.com'}], 'envFrom': [{'secretRef': {'name': 'flagsmith-flagsmith'}}]}]}}"
flagsmith,CKV_K8S_12,checkov,"['Pod/default/flagsmith-init', 'spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because memory requests should be set. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'init', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-c', '# Wait for API to be up\ntimeout -t 300 sh -c ""until http --ignore-stdin --check-status ""$API_HOME""; do echo Retrying; sleep 2; done; echo API up""\necho Init users...\nhttp --ignore-stdin --check-status ""$API_HOME/users/init/""\n'], 'env': [{'name': 'API_HOME', 'value': 'http://flagsmith-api.default.svc:8000/api/v1'}, {'name': 'ADMIN_EMAIL', 'value': 'admin@example.com'}], 'envFrom': [{'secretRef': {'name': 'flagsmith-flagsmith'}}]}"
flagsmith,CKV_K8S_43,checkov,"['Pod/default/flagsmith-init', 'spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because image should use digest. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'init', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-c', '# Wait for API to be up\ntimeout -t 300 sh -c ""until http --ignore-stdin --check-status ""$API_HOME""; do echo Retrying; sleep 2; done; echo API up""\necho Init users...\nhttp --ignore-stdin --check-status ""$API_HOME/users/init/""\n'], 'env': [{'name': 'API_HOME', 'value': 'http://flagsmith-api.default.svc:8000/api/v1'}, {'name': 'ADMIN_EMAIL', 'value': 'admin@example.com'}], 'envFrom': [{'secretRef': {'name': 'flagsmith-flagsmith'}}]}"
flagsmith,CKV_K8S_14,checkov,"['Pod/default/flagsmith-init', 'spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because image tag should be fixed - not latest or blank. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'init', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-c', '# Wait for API to be up\ntimeout -t 300 sh -c ""until http --ignore-stdin --check-status ""$API_HOME""; do echo Retrying; sleep 2; done; echo API up""\necho Init users...\nhttp --ignore-stdin --check-status ""$API_HOME/users/init/""\n'], 'env': [{'name': 'API_HOME', 'value': 'http://flagsmith-api.default.svc:8000/api/v1'}, {'name': 'ADMIN_EMAIL', 'value': 'admin@example.com'}], 'envFrom': [{'secretRef': {'name': 'flagsmith-flagsmith'}}]}"
flagsmith,CKV_K8S_40,checkov,"['Pod/default/flagsmith-init', '']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because containers should run as a high uid to avoid host conflict. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'v1', 'kind': 'Pod', 'metadata': {'name': 'flagsmith-init', 'namespace': 'default', 'annotations': {'helm.sh/hook': 'post-install,post-upgrade'}}, 'spec': {'restartPolicy': 'Never', 'containers': [{'name': 'init', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-c', '# Wait for API to be up\ntimeout -t 300 sh -c ""until http --ignore-stdin --check-status ""$API_HOME""; do echo Retrying; sleep 2; done; echo API up""\necho Init users...\nhttp --ignore-stdin --check-status ""$API_HOME/users/init/""\n'], 'env': [{'name': 'API_HOME', 'value': 'http://flagsmith-api.default.svc:8000/api/v1'}, {'name': 'ADMIN_EMAIL', 'value': 'admin@example.com'}], 'envFrom': [{'secretRef': {'name': 'flagsmith-flagsmith'}}]}]}}"
flagsmith,CKV_K8S_13,checkov,"['Pod/default/flagsmith-test', 'spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because memory limits should be set. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'test-http', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-ce', 'http --print bh --ignore-stdin --check-status ""http://flagsmith-api.default.svc:8000/api/v1/""\nhttp --print h --ignore-stdin --check-status ""http://flagsmith-frontend.default.svc:8080/""\n']}"
flagsmith,CKV_K8S_37,checkov,"['Pod/default/flagsmith-test', 'spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because minimize the admission of containers with capabilities assigned. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'test-http', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-ce', 'http --print bh --ignore-stdin --check-status ""http://flagsmith-api.default.svc:8000/api/v1/""\nhttp --print h --ignore-stdin --check-status ""http://flagsmith-frontend.default.svc:8080/""\n']}"
flagsmith,CKV_K8S_10,checkov,"['Pod/default/flagsmith-test', 'spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because cpu requests should be set. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'test-http', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-ce', 'http --print bh --ignore-stdin --check-status ""http://flagsmith-api.default.svc:8000/api/v1/""\nhttp --print h --ignore-stdin --check-status ""http://flagsmith-frontend.default.svc:8080/""\n']}"
flagsmith,CKV_K8S_15,checkov,"['Pod/default/flagsmith-test', 'spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because image pull policy should be always. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'test-http', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-ce', 'http --print bh --ignore-stdin --check-status ""http://flagsmith-api.default.svc:8000/api/v1/""\nhttp --print h --ignore-stdin --check-status ""http://flagsmith-frontend.default.svc:8080/""\n']}"
flagsmith,CKV_K8S_30,checkov,"['Pod/default/flagsmith-test', 'spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because apply security context to your containers. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'test-http', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-ce', 'http --print bh --ignore-stdin --check-status ""http://flagsmith-api.default.svc:8000/api/v1/""\nhttp --print h --ignore-stdin --check-status ""http://flagsmith-frontend.default.svc:8080/""\n']}"
flagsmith,CKV_K8S_9,checkov,"['Pod/default/flagsmith-test', 'spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because readiness probe should be configured. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'test-http', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-ce', 'http --print bh --ignore-stdin --check-status ""http://flagsmith-api.default.svc:8000/api/v1/""\nhttp --print h --ignore-stdin --check-status ""http://flagsmith-frontend.default.svc:8080/""\n']}"
flagsmith,CKV_K8S_31,checkov,"['Pod/default/flagsmith-test', '']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because ensure that the seccomp profile is set to docker/default or runtime/default. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'v1', 'kind': 'Pod', 'metadata': {'name': 'flagsmith-test', 'namespace': 'default', 'annotations': {'helm.sh/hook': 'test-success'}}, 'spec': {'restartPolicy': 'Never', 'containers': [{'name': 'test-http', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-ce', 'http --print bh --ignore-stdin --check-status ""http://flagsmith-api.default.svc:8000/api/v1/""\nhttp --print h --ignore-stdin --check-status ""http://flagsmith-frontend.default.svc:8080/""\n']}]}}"
flagsmith,CKV_K8S_29,checkov,"['Pod/default/flagsmith-test', '']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because apply security context to your pods and containers. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'v1', 'kind': 'Pod', 'metadata': {'name': 'flagsmith-test', 'namespace': 'default', 'annotations': {'helm.sh/hook': 'test-success'}}, 'spec': {'restartPolicy': 'Never', 'containers': [{'name': 'test-http', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-ce', 'http --print bh --ignore-stdin --check-status ""http://flagsmith-api.default.svc:8000/api/v1/""\nhttp --print h --ignore-stdin --check-status ""http://flagsmith-frontend.default.svc:8080/""\n']}]}}"
flagsmith,CKV_K8S_28,checkov,"['Pod/default/flagsmith-test', 'spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because minimize the admission of containers with the net_raw capability. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'test-http', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-ce', 'http --print bh --ignore-stdin --check-status ""http://flagsmith-api.default.svc:8000/api/v1/""\nhttp --print h --ignore-stdin --check-status ""http://flagsmith-frontend.default.svc:8080/""\n']}"
flagsmith,CKV_K8S_23,checkov,"['Pod/default/flagsmith-test', '']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because minimize the admission of root containers. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'v1', 'kind': 'Pod', 'metadata': {'name': 'flagsmith-test', 'namespace': 'default', 'annotations': {'helm.sh/hook': 'test-success'}}, 'spec': {'restartPolicy': 'Never', 'containers': [{'name': 'test-http', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-ce', 'http --print bh --ignore-stdin --check-status ""http://flagsmith-api.default.svc:8000/api/v1/""\nhttp --print h --ignore-stdin --check-status ""http://flagsmith-frontend.default.svc:8080/""\n']}]}}"
flagsmith,CKV_K8S_20,checkov,"['Pod/default/flagsmith-test', 'spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because containers should not run with allowprivilegeescalation. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'test-http', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-ce', 'http --print bh --ignore-stdin --check-status ""http://flagsmith-api.default.svc:8000/api/v1/""\nhttp --print h --ignore-stdin --check-status ""http://flagsmith-frontend.default.svc:8080/""\n']}"
flagsmith,CKV_K8S_11,checkov,"['Pod/default/flagsmith-test', 'spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because cpu limits should be set. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'test-http', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-ce', 'http --print bh --ignore-stdin --check-status ""http://flagsmith-api.default.svc:8000/api/v1/""\nhttp --print h --ignore-stdin --check-status ""http://flagsmith-frontend.default.svc:8080/""\n']}"
flagsmith,CKV_K8S_38,checkov,"['Pod/default/flagsmith-test', '']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because ensure that service account tokens are only mounted where necessary. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'v1', 'kind': 'Pod', 'metadata': {'name': 'flagsmith-test', 'namespace': 'default', 'annotations': {'helm.sh/hook': 'test-success'}}, 'spec': {'restartPolicy': 'Never', 'containers': [{'name': 'test-http', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-ce', 'http --print bh --ignore-stdin --check-status ""http://flagsmith-api.default.svc:8000/api/v1/""\nhttp --print h --ignore-stdin --check-status ""http://flagsmith-frontend.default.svc:8080/""\n']}]}}"
flagsmith,CKV_K8S_22,checkov,"['Pod/default/flagsmith-test', 'spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because use read-only filesystem for containers where possible. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'test-http', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-ce', 'http --print bh --ignore-stdin --check-status ""http://flagsmith-api.default.svc:8000/api/v1/""\nhttp --print h --ignore-stdin --check-status ""http://flagsmith-frontend.default.svc:8080/""\n']}"
flagsmith,CKV_K8S_8,checkov,"['Pod/default/flagsmith-test', 'spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because liveness probe should be configured. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'test-http', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-ce', 'http --print bh --ignore-stdin --check-status ""http://flagsmith-api.default.svc:8000/api/v1/""\nhttp --print h --ignore-stdin --check-status ""http://flagsmith-frontend.default.svc:8080/""\n']}"
flagsmith,CKV_K8S_21,checkov,"['Pod/default/flagsmith-test', '']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because the default namespace should not be used. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'v1', 'kind': 'Pod', 'metadata': {'name': 'flagsmith-test', 'namespace': 'default', 'annotations': {'helm.sh/hook': 'test-success'}}, 'spec': {'restartPolicy': 'Never', 'containers': [{'name': 'test-http', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-ce', 'http --print bh --ignore-stdin --check-status ""http://flagsmith-api.default.svc:8000/api/v1/""\nhttp --print h --ignore-stdin --check-status ""http://flagsmith-frontend.default.svc:8080/""\n']}]}}"
flagsmith,CKV_K8S_12,checkov,"['Pod/default/flagsmith-test', 'spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because memory requests should be set. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'test-http', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-ce', 'http --print bh --ignore-stdin --check-status ""http://flagsmith-api.default.svc:8000/api/v1/""\nhttp --print h --ignore-stdin --check-status ""http://flagsmith-frontend.default.svc:8080/""\n']}"
flagsmith,CKV_K8S_43,checkov,"['Pod/default/flagsmith-test', 'spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because image should use digest. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'test-http', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-ce', 'http --print bh --ignore-stdin --check-status ""http://flagsmith-api.default.svc:8000/api/v1/""\nhttp --print h --ignore-stdin --check-status ""http://flagsmith-frontend.default.svc:8080/""\n']}"
flagsmith,CKV_K8S_14,checkov,"['Pod/default/flagsmith-test', 'spec/containers/0']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because image tag should be fixed - not latest or blank. You must only generate YAML code between --- characters, with no additional text or description.","{'name': 'test-http', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-ce', 'http --print bh --ignore-stdin --check-status ""http://flagsmith-api.default.svc:8000/api/v1/""\nhttp --print h --ignore-stdin --check-status ""http://flagsmith-frontend.default.svc:8080/""\n']}"
flagsmith,CKV_K8S_40,checkov,"['Pod/default/flagsmith-test', '']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because containers should run as a high uid to avoid host conflict. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'v1', 'kind': 'Pod', 'metadata': {'name': 'flagsmith-test', 'namespace': 'default', 'annotations': {'helm.sh/hook': 'test-success'}}, 'spec': {'restartPolicy': 'Never', 'containers': [{'name': 'test-http', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-ce', 'http --print bh --ignore-stdin --check-status ""http://flagsmith-api.default.svc:8000/api/v1/""\nhttp --print h --ignore-stdin --check-status ""http://flagsmith-frontend.default.svc:8080/""\n']}]}}"
flagsmith,CKV2_K8S_6,checkov,"['Pod/default/flagsmith-init', 'resource_type']","You are a software engineer working on a Kubernetes project. You need to refactor the following Pod YAML resource because minimize the admission of pods which lack an associated networkpolicy. You must only generate YAML code between --- characters, with no additional text or description.","{'apiVersion': 'v1', 'kind': 'Pod', 'metadata': {'name': 'flagsmith-init', 'namespace': 'default', 'annotations': {'helm.sh/hook': 'post-install,post-upgrade'}}, 'spec': {'restartPolicy': 'Never', 'containers': [{'name': 'init', 'image': 'blacktop/httpie', 'imagePullPolicy': 'IfNotPresent', 'command': ['sh', '-c', '# Wait for API to be up\ntimeout -t 300 sh -c ""until http --ignore-stdin --check-status ""$API_HOME""; do echo Retrying; sleep 2; done; echo API up""\necho Init users...\nhttp --ignore-stdin --check-status ""$API_HOME/users/init/""\n'], 'env': [{'name': 'API_HOME', 'value': 'http://flagsmith-api.default.svc:8000/api/v1'}, {'name': 'ADMIN_EMAIL', 'value': 'admin@example.com'}], 'envFrom': [{'secretRef': {'name': 'flagsmith-flagsmith'}}]}]}}"
